Name,IATA,ICAO,Country,Active
Wings Express,,WEX,United States,N
Wings of Alaska,K5,WAK,United States,N
Wings of Lebanon Aviation,,WLB,Lebanon,N
Winlink,,WIN,Saint Lucia,N
Wisconsin Air National Guard,,WAG,United States,N
Wisman Aviation,,WSM,United States,N
Wizz Air,W6,WZZ,Hungary,Y
Wizz Air Hungary,8Z,WVL,Bulgaria,Y
Wondair on Demand Aviation,,WNR,Spain,N
Woodgate Executive Air Charter,,CWY,United Kingdom,N
World Airways,WO,WOA,United States,Y
World Weatherwatch,,XWW,Canada,N
World Wing Aviation,,WWM,Kyrgyzstan,N
Worldspan,1P,,United States,N
Worldwide Air Charter Systems,,CSW,Canada,N
Worldwide Aviation Services,,WWS,Pakistan,N
Worldwide Jet Charter,,WWI,United States,N
Wright Air Lines,,WRT,United States,N
Wright Air Service,8V,WRF,United States,N
Wuhan Airlines,,CWU,China,N
Wycombe Air Centre,,WYC,United Kingdom,N
Wyoming Airlines,,WYG,United States,N
XL Airways France,SE,SEU,France,Y
XP Internation,,XPS,Netherlands,N
Xabre Aerolineas,,XAB,Mexico,N
Xclusive Jet Charter Limited,,XJC,United Kingdom,N
Xerox Corporation,,XER,United States,N
Xiamen Airlines,MF,CXA,China,Y
Xinjiang Airlines,,CXJ,China,N
Xjet Limited,,XJT,United Kingdom,N
Xtra Airways,XP,CXP,United States,N
Yak-Service,,AKY,Russia,N
Yakolev,,YAK,Russia,N
Yamal Airlines,YL,LLM,Russia,Y
Yana Airlines,,CYG,Cambodia,N
Yangtze River Express,Y8,YZR,China,N
Yellow Wings Air Services,,ELW,Kenya,N
Yemenia,IY,IYE,Yemen,Y
Yerevan-Avia,,ERV,Armenia,N
Young Flying Service,,YFS,United States,N
Yuhi Air Lines,,AYU,Japan,N
Yuzhnaya Aircompany,,UGN,Kazakhstan,N
Yuzhmashavia,,UMK,Ukraine,Y
Z-Avia,,RZV,Armenia,N
Zagros Airlines,,IZG,Iran,N
Zaire Aero Service,,ZAI,Democratic Republic of Congo,N
Zairean Airlines,,ZAR,Democratic Republic of Congo,N
Zambian Airways,Q3,MBN,Zambia,N
Zambezi Airlines,,ZMA,Zambia,N
Zanair,,TAN,Tanzania,Y
Zantop International Airlines,,ZAN,United States,N
ZAS Airlines of Egypt,,ZAS,Egypt,N
Zenith Air,,AZR,South Africa,N
Zenmour Airlines,,EMR,Mauritania,N
Zephyr Express,,RZR,United States,N
Zhejiang Airlines,,CJG,China,N
Zhetysu,,JTU,Kazakhstan,N
Zhez Air,,KZH,Kazakhstan,N
Zhongfei General Aviation,,CFZ,China,N
Zhongyuan Aviation,,CYN,China,N
Zip,3J,WZP,Canada,N
Zimex Aviation,C4,IMX,Switzerland,N
Zoom Airlines,Z4,OOM,Canada,Y
Zoom Airways,,ZAW,Bangladesh,N
Zorex,,ORZ,Spain,N
Zracno Pristaniste Mali Losinj,,MLU,Croatia,N
Tyrolean Airways,\N,TYR,\N,Y
buzz,UK,BUZ,\N,N
Maldivian Air Taxi,8Q,\N,Maldives,Y
Sky Express,XW,SXR,Russia,Y
Yellow Air Taxi,Y0,\N,United States,N
Royal Air Cambodge,VJ,RAC,Cambodia,Y
Air Mandalay,6T,\N,Burma,Y
TEA Switzerland,,4SW,Switzerland,N
TAN-SAHSA,SH,\N,Honduras,N
Air Busan,BX,ABL,Republic of Korea,Y
TUI Airlines Belgium,TB,TUB,Belgium,N
Arctic Air,,AKR,Norway,N
Braathens,BU,BRA,Norway,N
Globus,GH,GLP,Russia,Y
Air Kazakhstan,9Y,KZK,Kazakhstan,Y
Japan Air System,JD,JAS,Japan,Y
Annsett New Zealand (NZA),ZQ,\N,New Zealand,N
EasyJet (DS),DS,\N,Switzerland,Y
Rheintalflug,,RTL,Austria,N
Dan-Air London,,DAN,United Kingdom,N
Fred. Olsen,,FOF,Norway,N
Star Peru (2I),2I,\N,Peru,Y
Robin Hood Aviation,,RHA,Austria,N
Carnival Air Lines,KW,\N,United States,Y
United Airways,4H,UBD,Bangladesh,Y
Inter European Airways,,IEA,United Kingdom,N
Trans Maldivian Airways,M8,TMW,Maldives,N
Fly540,5H,FFV,Kenya,Y
Transavia France,TO,TVF,France,Y
Island Air (WP),WP,MKU,United States,Y
1-2-go,OG,\N,Thailand,N
Uni Air,B7,UIA,Taiwan,Y
Gomelavia,YD,\N,Belarus,Y
NordWind Airlines,,NWS,Russia,N
Red Wings,WZ,RWZ,Russia,Y
Hellenic Star Airways,,HST,Greece,N
BAE Systems Flight Training,,BAZ,Australia,N
TUIfly (X3),11,\N,Germany,Y
Felix Airways,FU,FXX,Yemen,Y
Kostromskie avialinii,K1,KOQ,Russia,Y
Greenfly,XX,GFY,Spain,Y
Tajik Air,7J,\N,Tajikistan,Y
Air Mozambique,TM,\N,Mozambique,Y
ELK Airways,--,ELK,Estonia,Y
Gabon Airlines,GY,GBK,Gabon,Y
MCA Airlines,,MCA,Sweden,Y
Maldivo Airlines,ML,MAV,Maldives,Y
Virgin Pacific,VH,VNP,Fiji,Y
Zest Air,Z2,\N,Philippines,Y
Yangon Airways,HK,\N,Burma,Y
Transport Aérien Transrégional,IJ,\N,France,N
LÍO Flugmennt,,LIO,Iceland,N
Minerva Airlines,N4,\N,Italy,N
Eastar Jet,ZE,ESR,South Korea,Y
Jin Air,LJ,JNA,South Korea,Y
Wataniya Airways,,KW1,Kuwait,Y
Aéris (Priv),SH,\N,France,N
Air Arabia Maroc,3O,\N,Morocco,Y
Baltic Air lines,B1,BA1,Latvia,Y
Ciel Canadien,YC,YCC,Canada,Y
Canadian National Airways,CN,YCP,Canada,Y
Epic Holiday,FA,4AA,United States,Y
Indochina Airlines,,AXC,Vietnam,Y
JetWind,,JWW,United States,N
Air Comet Chile,3I,\N,Chile,Y
Nazca,-.,\N,Peru,N
German Air Force - FLB,,FLB,Germany,Y
City-Air Germany,,CIP,Germany,N
Voronezhskie Airlanes,DN,\N,Russia,N
Line Blue,L8,LBL,Germany,Y
FlyLAL Charters,,LLC,Lithuania,Y
Blue Sky America,BU,BKY,United States,N
Texas Spirit,XS,TXP,United States,N
Illinois Airways,IL,ILW,United States,N
Salzburg arrows,SZ,\N,Austria,Y
Texas Wings,TQ,TXW,United States,Y
California Western,KT,CWS,United States,N
Dennis Sky,DH,DSY,Israel,Y
Zz,ZZ,\N,Belgium,Y
Atifly,A1,A1F,United States,Y
Air UK,UK,\N,United Kingdom,N
Suckling Airways,CB,\N,United Kingdom,N
Reno Sky,RY,\N,United States,N
Aerolineas heredas santa maria,,SZB,Dominican Republic,Y
Ciao Air,99,\N,Italy,Y
Jc royal.britannica,,JRB,United Kingdom,Y
Birmingham European,VB,\N,United Kingdom,N
Pal airlines,5P,\N,Chile,Y
CanXpress,C1,CA1,Canada,Y
Danube Wings (V5),V5,\N,Slovakia,Y
Sharp Airlines,SH,SHA,Australia,Y
CanXplorer,C2,CAP,Canada,Y
Click (Mexicana),QA,\N,Mexico,Y
World Experience Airline,W1,WE1,Canada,Y
ALAK,J4,\N,Russia,Y
AJT Air International,E9,\N,Russia,N
Air Choice One,3E,\N,United States,Y
Tianjin Airlines,,GCR,China,Y
China United,KN,\N,China,Y
Locair,ZQ,LOC,United States,Y
Safi Airlines,4Q,\N,Afghanistan,Y
SeaPort Airlines,K5,SQH,United States,Y
Salmon Air,S6,\N,United States,Y
Fly Illi,IL,ILY,United States,N
Bobb Air Freight,1,\N,Germany,Y
Star1 Airlines,V9,HCW,Lithuania,Y
Pelita,6D,\N,Indonesia,Y
Alpi Eagles (E8),E8,\N,Italy,N
Alaska Seaplane Service,J5,\N,United States,Y
TAN,T8,\N,Argentina,N
Enerjet,,ENJ,Canada,Y
MexicanaLink,I6,MXI,Mexico,Y
Island Spirit,IP,ISX,Iceland,Y
TACA Peru,T0,\N,Peru,Y
Orbest,,OBS,Portugal,Y
Southern Air Charter,,SOA,Bahamas,Y
SVG Air,,SVG,Saint Vincent and the Grenadines,Y
Air Century,,CEY,Dominican Republic,Y
Pan Am World Airways Dominicana,7Q,\N,Dominican Republic,Y
Primera Air,PF,\N,Iceland,Y
Air Antilles Express,3S,\N,Guadeloupe,Y
Sol Lineas Aereas,,OLS,Argentina,Y
Regional Paraguaya,P7,REP,Paraguay,Y
VIP Ecuador,V6,\N,Ecuador,Y
Transportes Aereos Cielos Andinos,,NDN,Peru,Y
Peruvian Airlines,P9,\N,Peru,Y
EasyFly,,EFY,Colombia,Y
Polar Airlines,ЯП,\N,Russia,Y
Catovair,OC,\N,Mauritius,Y
Andalus Lineas Aereas,,ANU,Spain,Y
Air 26,,DCD,Angola,Y
Mauritania Airways,,MTW,Mauritania,Y
CEIBA Intercontinental,,CEL,Equatorial Guinea,Y
Halcyonair,7Z,\N,Cape Verde,Y
Business Aviation,4P,\N,Congo (Kinshasa),Y
Compagnie Africaine d\\'Aviation,E9,\N,Congo (Kinshasa),Y
Zambia Skyways,K8,\N,Zambia,Y
AlMasria Universal Airlines,UJ,LMU,Egypt,Y
EgyptAir Express,,MSE,Egypt,Y
SmartLynx Airlines,6Y,\N,Latvia,Y
Air Italy Egypt,,EUD,Egypt,Y
KoralBlue Airlines,K7,KBR,Egypt,Y
Wind Rose Aviation,,WRC,Ukraine,Y
Elysian Airlines,E4,GIE,Cameroon,Y
Sevenair,,SEN,Tunisia,Y
Hellenic Imperial Airways,HT,IMP,Greece,Y
Amsterdam Airlines,WD,AAN,Netherlands,Y
Arik Niger,Q9,NAK,Niger,Y
Dana Air,DA,\N,Nigeria,Y
STP Airways,8F,STP,Sao Tome and Principe,Y
Med Airways,7Y,\N,Lebanon,Y
Skyjet Airlines,UQ,SJU,Uganda,Y
Air Volga,G6,\N,Russia,Y
Transavia Denmark,,TDK,Denmark,Y
Royal Falcon,RL,RFJ,Jordan,Y
Euroline,4L,MJX,Georgia,Y
Worldways,WG,WGC,Canada,N
Turkuaz Airlines,,TRK,Turkey,Y
Athens Airways,ZF,\N,Greece,Y
Viking Hellas,VQ,VKH,Greece,Y
Norlandair,,FNA,Iceland,Y
Flugfelag Vestmannaeyja,,FVM,Iceland,Y
Starline.kz,DZ,\N,Kazakhstan,Y
Euro Harmony,EH,EHM,Portugal,N
Lugansk Airlines,L7,\N,Ukraine,Y
Gryphon Airlines,6P,\N,United States,Y
Gadair European Airlines,GP,GDR,Spain,Y
Spirit of Manila Airlines,SM,MNP,Philippines,Y
Chongqing Airlines,OQ,CQN,China,Y
Grand China Air,,GDC,China,Y
West Air China,PN,CHB,China,Y
Falcon Air (IH),IH,\N,Sweden,N
QatXpress,C3,QAX,Qatar,Y
OneChina,1C,1CH,China,Y
NordStar Airlines,Y7,\N,Russia,Y
Joy Air,JR,JOY,China,Y
Air India Regional,CD,\N,India,Y
MDLR Airlines,9H,\N,India,Y
Jagson Airlines,,JGN,India,Y
Maldivian,Q2,\N,Maldives,Y
Xpressair,XN,\N,Indonesia,Y
Strategic Airlines,VC,\N,Australia,Y
Fars Air Qeshm,,QFZ,Iran,Y
Eastok Avia,,EAA,Kyrgyzstan,Y
Jupiter Airlines,,JPU,United Arab Emirates,Y
Vision Air International,,VIS,Pakistan,Y
Al-Naser Airlines,NA,\N,Iraq,Y
Fuji Dream Airlines,JH,\N,Japan,Y
Korea Express Air,,KEA,South Korea,Y
Eznis Airways,,EZA,Mongolia,Y
Pacific Flier,,PFL,Palau,Y
Syrian Pearl Airlines,,PSB,Syria,Y
SGA Airlines,5E,\N,Thailand,Y
Air2there,F8,\N,New Zealand,Y
Avianova (Russia),AO,\N,Russia,Y
Parmiss Airlines (IPV),PA,IPV,Iran,Y
EuropeSky,ES,EUV,Germany,Y
BRAZIL AIR,GB,BZE,Brazil,Y
Homer Air,MR,OME,Germany,Y
Court Line,??,???,United Kingdom,N
South West Africa Territory Force,??,***,Namibia,N
Lombards Air,++,---,South Africa,N
U.S. Air,-+,--+,United States,Y
Flitestar,GM,===,South Africa,N
Jayrow,\\',\\'\\,Australia,Y
Llloyd Helicopters,::,:::,Australia,N
Wilderness Air,;;,\N,Australia,Y
Whitaker Air,^^,\N,Australia,Y
PanAm World Airways,WQ,PQW,United States,Y
Virginwings,YY,VWA,Germany,Y
KSY,KY,KSY,Greece,Y
Buquebus Líneas Aéreas,BQ,BQB,Uruguay,Y
SOCHI AIR,CQ,KOL,Russia,Y
Wizz Air Ukraine,WU,WAU,Ukraine,Y
88,47,VVN,Cyprus,Y
LCM AIRLINES,LQ,LMM,Russia,Y
Aero Brazil,BZ,BZL,Brazil,N
Cambodia Angkor Air (K6),K6,\N,Cambodia,Y
Skyline nepc,D5,\N,India,N
THREE,H3,T33,China,N
Royal European Airlines,69,\N,United Kingdom,Y
Tom\\'s & co airliners,&T,T&O,France,Y
Azul,AD,AZU,Brazil,Y
LSM Airlines,PQ,LOO,Russia,Y
Zapolyarie Airlines,,PZY,Russia,Y
Finlandian,,FN1,Finland,Y
LionXpress,C4,LIX,Cameroon,Y
Nik Airways,X1,\N,Saudi Arabia,N
Genesis,GK,\N,Pakistan,Y
Congo Express,XZ,\N,Congo (Kinshasa),Y
Fly Dubai,FZ,FDB,United Arab Emirates,Y
Domenican Airlines,D1,MDO,Dominican Republic,Y
ConneX European Airline,,2CO,Austria,Y
Air Atlantic,9A,\N,Canada,N
Air Ops,CR,\N,Sweden,N
Aereonautica militare,JY,AXZ,Italy,Y
Kal Star Aviation,,KLS,Indonesia,Y
LSM AIRLINES ,YZ,YZZ,Russia,Y
Aero Lloyd (YP),YP,AEF,Germany,N
UTair-Express,UR,\N,Russia,Y
Huaxia,G5,\N,China,Y
Zabaykalskii Airlines,ZP,ZZZ,Russia,Y
CBM America,,XBM,United States,Y
Marysya Airlines,M4,1QA,Russia,Y
N1,N1,\N,Peru,Y
Airlink (SAA),4Z,\N,South Africa,Y
Westfalia Express VA,,WFX,Germany,Y
JobAir,3B,\N,Czech Republic,Y
Zuliana de Aviacion,OD,ULA,Venezuela,N
Black Stallion Airways,BZ,BSA,United States,Y
German International Air Lines,GM,GER,Germany,Y
TrasBrasil,TB,TBZ,Brazil,Y
TransBrasil Airlines,TH,THS,Brazil,Y
China SSS,9C,\N,China,Y
Nihon.jet,NJ,\N,Japan,N
AIR INDOCHINE,,IIA,Vietnam,Y
Transportes Aéreos Nacionales de Selva,TJ,\N,Peru,N
Happy Air,,HPY,Thailand,Y
Solar Air,,SRB,Thailand,Y
Air Mekong,P8,MKG,Vietnam,Y
Harbour Air (Priv),H3,\N,Canada,Y
Air Hamburg (AHO),HH,AHO,Germany,Y
ZABAIKAL AIRLINES,Z6,ZTT,Russia,Y
TransHolding,TI,THI,Brazil,Y
SUR Lineas Aereas,,SZZ,Argentina,Y
Aerolineas Africanas,,AA1,Guinea,Y
Yeti Airways,YT,\N,Nepal,Y
Georgian Airlines,,GEG,Georgia,N
Yellowstone Club Private Shuttle,Y1,\N,United States,Y
Caucasus Airlines,NS,\N,Georgia,Y
Serbian Airlines,S1,SA1,Serbia,Y
Windward Islands Airways,WM,\N,Netherlands Antilles,Y
TransHolding System,YO,TYS,Brazil,Y
CCML Airlines,CB,CCC,Colombia,Y
Air Charter International,SF,\N,France,N
Small Planet Airlines,,ELC,Lithuania,Y
Fly Brasil,F1,FBL,Brazil,Y
AUOS,,AUK,United Kingdom,N
CB Airways UK ( Interliging Flights ),1F,CIF,United Kingdom,Y
Fly Colombia ( Interliging Flights ),3F,3FF,Colombia,Y
Trans Pas Air,T6,TP6,United States,Y
KMV,МИ,\N,Russia,Y
Himalayan Airlines,HC,HYM,Nepal,Y
Indya Airline Group,G1,IG1,India,Y
Sunwing,WG,\N,Canada,Y
Turkish Wings Domestic,,TWD,Turkey,Y
Japan Regio,ZX,ZXY,Japan,Y
OCEAN AIR CARGO,,IXO,India,Y
Norte Lineas Aereas,N0,\N,Argentina,Y
Austral Brasil,W7,\N,Brazil,Y
PEGASUS AIRLINES-,H9,\N,Turkey,Y
AirLiberté,IJ,\N,France,N
Nihon.jet connect,,NX1,Kyrgyzstan,Y
Camair-co,QC,\N,Cameroon,Y
Aerocontinente (Priv),N6,\N,Peru,N
Sky Regional,RS,SKV,Canada,Y
TUR Avrupa Hava YollarÄ±,YI,\N,Turkey,N
Cruzeiro do Sul Servicos Aereos,,CRZ,Brazil,N
LSM International ,II,UWW,Russia,Y
Baikotovitchestrian Airlines ,BU,BUU,American Samoa,Y
Luchsh Airlines ,L4,LJJ,Russia,Y
ENTERair,,QQQ,Poland,Y
Zimbabwean Airlines,Z7,\N,Zimbabwe,N
Air Cargo Germany,6U,\N,Germany,Y
Mongolian International Air Lines ,7M,ZTF,Mongolia,Y
Alaniya Airlines,2D,\N,Russia,N
Tway Airlines,TW,TWB,South Korea,Y
Papillon Grand Canyon Helicopters,HI,\N,United States,Y
Jusur airways,JX,JSR,Egypt,Y
NEXT Brasil,XB,NXB,Brazil,Y
AeroWorld ,W4,WER,Russia,Y
Cook Island Air,KH,\N,Cook Islands,N
US Africa Airways,E8,\N,United States,N
GNB Linhas Aereas,GN,\N,Brazil,Y
Usa Sky Cargo,E1,ES2,United States,Y
Hankook Airline,HN,HNX,South Korea,Y
Red Jet America,RR,\N,United States,N
REDjet,Z7,\N,Barbados,Y
Hellenic Airways,1H,HEY,Greece,N
Red Jet Andes,PT,\N,Peru,Y
Red Jet Canada,QY,\N,Canada,Y
Sprintair,,SRN,Poland,Y
Red Jet Mexico,4X,\N,Mexico,Y
Marusya Airways,Y8,MRS,Russia,Y
Era Alaska,7H,ERR,United States,Y
AirRussia,R8,RRJ,Russia,Y
Hankook Air US,H1,HA1,United States,Y
NEPC Airlines,D5,\N,India,N
Canadian World,10,CNN,Canada,N
Pim Air,,PHJ,Netherlands,N
Carpatair Flight Training,,SMW,Romania,Y
I-Fly,H5,RSY,Russia,Y
T.A.T,IJ,\N,France,N
Compania de Aviacion Faucett,,CFP,Peru,N
Kar-Air,,KAR,Finland,N
Alinord,DN,\N,Italy,N
Pacific Express,VB,\N,United States,N
Whitejets,,WTJ,Brazil,Y
VickJet,KT,VKJ,France,Y
BVI Airways,XV,\N,British Virgin Islands,Y
Hamburg Airways,,HAY,Germany,Y
Salsa d\\'Haiti,SO,SLC,Haiti,Y
Zambezi Airlines (ZMA),ZJ,\N,Zambia,Y
Kan Air,,KND,Thailand,Y
Air Cudlua,,CUD,United Kingdom,Y
Polet Airlines (Priv),YQ,\N,Russia,Y
Air Explore,,AXE,Slovakia,Y
TROPICAL LINHAS AEREAS,T1,TP3,Brazil,N
12 North,12,N12,India,Y
Holidays Czech Airlines,,HCC,Czech Republic,Y
Comtel Air,,COE,Austria,Y
Mint Airways,,MIC,Spain,Y
Orbit Airlines,,OBT,United States,Y
Air Bucharest,,BUR,Romania,Y
AlbaStar,,LAV,Spain,Y
Mauritania Airlines International,L6,MAI,Mauritania,Y
MAT Airways,6F,MKD,Macedonia,Y
Asian Wings Airways,AW,AWM,Burma,Y
Air Arabia Egypt,E5,RBG,Egypt,Y
Eagles Airlines,,EGS,Italy,Y
YES Airways,,YEP,Poland,Y
Alitalia Cityliner,CT,\N,Italy,Y
Direct Aero Services,,DSV,Romania,Y
Medallion Air,,MDP,Romania,Y
Orchid Airlines,OI,ORC,Australia,Y
Asia Wings,Y5,AWA,Kazakhstan,Y
Georgian International Airlines,,GNN,Georgia,Y
Air Batumi,,BTM,Georgia,Y
Skywest Australia,XR,\N,Australia,Y
Nile Air,NP,NIA,Egypt,Y
Feeder Airlines,,FDD,Sudan,Y
Senegal Airlines,DN,SGG,Senegal,Y
Fly 6ix,6I,\N,Sierra Leone,Y
Starbow Airlines,S9,\N,Ghana,Y
Copenhagen Express,0X,CX0,Denmark,Y
BusinessAir,8B,BCC,Thailand,Y
SENIC AIRLINES,YR,\N,United States,Y
Compass Airlines (Australia),,CYM,Australia,N
XOJET,,XOJ,United States,Y
Dexter (DXT),,DXT,Russia,N
Sky Wing Pacific,C7,CR7,South Korea,Y
Bateleur Air,,BEU,South Africa,Y
Air Indus,PP,AI0,Pakistan,Y
Samurai Airlines,7,770,Pakistan,N
AirOne Continental,0,0,Slovakia,N
AirOne Polska,U1,1,Poland,N
Orbit International Airlines,,OAI,United States,Y
Orbit Regional Airlines,,OAR,United States,Y
Orbit Atlantic Airways,,OAN,United States,Y
Volotea,,VOO,Spain,Y
Go Fly (United Kingdom),,GOE,United Kingdom,N
Peach Aviation,MM,\N,Japan,Y
Helitt Líneas Aéreas,,HTH,Spain,Y
Russia State Transport,,RSD,Russia,Y
Malaysia Wings,,MWI,Malaysia,Y
Aviabus,U1,ABI,Russia,Y
Michael Airlines,DF,MJG,Puerto Rico,Y
Korongo Airlines,ZC,KGO,Congo (Kinshasa),Y
Indonesia Sky,I5,IDS,Indonesia,Y
Pelangi ,9P,\N,Malaysia,N
Aws express,B0,666,United States,Y
Southjet,76,SJS,United States,Y
Southjet connect,77,ZCS,United States,Y
Air Cape,KP,\N,South Africa,N
Southjet cargo,78,XAN,United States,Y
Iberia Express,I2,IBS,Spain,Y
Interjet (ABC Aerolineas),4O,\N,Mexico,Y
AirOnix,OG,\N,Ukraine,Y
Nordic Global Airlines,NJ,NGB,Finland,Y
Scoot,TZ,SCO,Singapore,Y
Starling Airlines Spain,SX,STS,Spain,N
Hi Fly (5K),5K,\N,Portugal,Y
China Northwest Airlines (WH),WH,\N,China,Y
Zenith International Airline,ZN,ZNA,Thailand,Y
Orbit Airlines Azerbaijan,O1,OAB,Azerbaijan,Y
Air Engiadina-BRN,,RQX,Switzerland,N
VG Airlines (IV),,FVG,Belgium,N
Air Alps Aviation (A6),A6,\N,Austria,Y
Austrian Airtransport,,AAT,Austria,N
Flying kangaroo Airline,,FKA,Australia,Y
RusJet,,RSJ,Russia,Y
VietJet Air,,VJC,Vietnam,Y
Spantax S.A.,,BXS,Spain,N
Patriot Airways,P4,\N,United States,Y
Vision Airlines (V2),V2,RBY,United States,Y
Chicago Express (C8),C8,\N,United States,N
BQB Lineas Aereas,5Q,\N,Uruguay,Y
AirAsia Japan,,WAJ,Japan,Y
Yellowtail,YE,YEL,United States,Y
Royal Airways,KG,RAW,United States,Y
FlyHigh Airlines Ireland (FH),FH,FHI,Ireland,Y
Executive AirShare,,XSR,United States,Y
Hebei Airlines,,HBH,China,Y
Air KBZ,,KBZ,Burma,Y
Aero VIP (2D),2D,\N,Portugal,Y
Yangon Airways Ltd.,YH,\N,Burma,Y
T.J. Air,TJ,TJA,United States,Y
SkyWork Airlines ,SX,\N,Switzerland,Y
ValueJet,J7,VJA,United States,N
Maastricht Airlines,W2,\N,Netherlands,Y
CheapFlyingInternational,WL,FQR,France,N
Aviaexpresscruise,E6,\N,Russia,N
Euro Jet,24,\N,Germany,Y
Ukraine Atlantic,,UAT,Ukraine,Y
AirOne Atlantic,0,AO1,Slovakia,N
HQ- Business Express,HQ,\N,United States,N
Nesma Airlines,,NMA,Egypt,Y
East Horizon,,EHN,Afghanistan,Y
Royal Southern Airlines.,R1,RS1,Colombia,N
Air Majoro,,MJP,Peru,Y
Fly Zoom,,UKZ,United Kingdom,N
Rotana Jet,,RJD,United Arab Emirates,Y
SOCHI AIR CHATER,Q3,QER,Russia,Y
Denim Air ,J7,\N,Norway,Y
WestAir,OE,\N,United States,N
WestAir Airlines,OE,\N,United States,N
WestAir Airlines ,OE,\N,United States,N
North Pacific Airlines,NO,\N,United States,N
Malindo Air,OD,MXD,Malaysia,Y
Tramm Airlines,9F,TLM,Netherlands Antilles,N
Lina Congo,GC,\N,Congo (Brazzaville),N
Hermes Airlines,,HRM,Greece,Y
Flightlink Tanzania,Z9,\N,Tanzania,Y
IzAvia,I8,\N,Russia,Y
Катэкавиа,,КТК,Russia,Y
Псковавиа,,PKV,Russia,Y
3 Valleys Airlines,3V,VA3,France,N
Maryland Air,M1,M1F,United States,Y
Insel Air (7I/INC) (Priv),7I,\N,Netherlands Antilles,Y
VivaColombia,5Z,VVC,Colombia,Y
Flybe Finland Oy,,FCM,Finland,Y
Bingo Airways,,BGY,Poland,Y
Bluebird Airways (BZ),,BBG,Greece,Y
Apache Air,ZM,IWA,United States,Y
Taunus Air Gmbh,,TAQ,Germany,N
MHS Aviation GmbH,M2,\N,Germany,Y
Jettor Airlines,NR,JTO,Hong Kong,Y
Eastern Atlantic Charters,,EDI,United States,N
GoDutch,GD,GOD,Netherlands,N
Flyme (VP),,VQI,Maldives,Y
Thai Lion Air,SL,\N,Thailand,Y
Deutsche Luftverkehrsgesellschaft,DW,DLT,Germany,N
Nürnberger Flugdienst,,NFD,Germany,N
Golden Myanmar Airlines,,GMR,Burma,Y
ViznAir,,VZA,United States,N
Canaryfly,,CNF,Spain,Y
Sunrise Airways,,KSZ,Haiti,Y
National Air Cargo,N8,NCR,United States,Y
Eastern Atlantic Virtual Airlines,13,EAV,United States,Y
Citilink Indonesia,QG,\N,Indonesia,Y
Gulisano airways,GU,GU1,Italy,N
Transair,,TTZ,Canada,Y
Comfort Express Virtual Charters Albany,,EVC,United States,Y
Comfort Express Virtual Charters,,CEO,United States,Y
Caribbean Wings,XP,ZYZ,Turks and Caicos Islands,N
FLYJET,,FYJ,Poland,Y
Snowbird Airlines,S8,SBD,Finland,Y
Russkie Krylya,,KRY,Russia,Y
Kharkiv Airlines,KH,KHK,Ukraine,Y
Key Air,,KWY,United States,N
XAIR USA,XA,XAU,United States,Y
Air Costa,LB,\N,India,Y
Simrik Airlines,,RMK,Nepal,Y
Global Freightways,F5,GF5,United States,N
XPTO,XP,XPT,Portugal,Y
Royal Flight,,DME,Russia,Y
BBN-Airways,,EGH,United Kingdom,Y
Tomsk-Avia,,TKS,Russia,Y
Vintage Props and Jets,,VPP,United States,N
Malawian Airlines,3W,\N,Malawi,Y
Yeti Airlines ,,NYT,Nepal,Y
Avilu,..,...,Switzerland,Y
Air Serbia,JU,ASL,Serbia,Y
Skyline Ulasim Ticaret A.S.,,KCU,Turkey,Y
Air Lituanica,LT,LTU,Lithuania,Y
Envoy Air,,ENY,United States,Y
CARICOM AIRWAYS (BARBADOS) INC.,,CCB,Barbados,Y
Rainbow Air (RAI),RN,RAB,United States,Y
Rainbow Air Canada,RY,RAY,Canada,Y
Rainbow Air Polynesia,RX,RPO,United States,Y
Rainbow Air Euro,RU,RUE,United Kingdom,Y
Rainbow Air US,RM,RNY,United States,Y
Transilvania,,TNS,Romania,Y
Dobrolet,QD,DOB,Russia,Y
Spike Airlines,S0,SAL,United States,Y
Grand Cru Airlines,,GCA,Lithuania,Y
Go2Sky,,RLX,Slovakia,Y
All Argentina,L1,AL1,Argentina,Y
All America,A2,AL2,United States,Y
All Asia,L9,AL3,China,Y
All Africa,9A,99F,South Africa,Y
Regionalia México,N4,J88,Mexico,Y
All Europe,N9,N99,United Kingdom,Y
All Spain,N7,N77,Spain,Y
Regional Air Iceland,9N,N78,Iceland,Y
British Air Ferries,??,??!,United Kingdom,N
Voestar,8K,K88,Brazil,Y
All Colombia,7O,7KK,Colombia,Y
Regionalia Uruguay,2X,2K2,Uruguay,Y
Regionalia Venezuela,9X,9XX,Venezuela,Y
Regionalia Chile,9J,CR1,Chile,Y
Vuela Cuba,6C,6CC,Cuba,Y
All Australia,88,8K8,Australia,Y
Fly Europa,ER,RWW,Spain,Y
FlyPortugal,PO,FPT,Portugal,Y
FTI Fluggesellschaft,,FTI,Germany,N
Spring Airlines Japan,IJ,SJO,Japan,Y
Dense Airways,KP,DWA,United States,Y
Dense Connection,KZ,DC2,United States,Y
Vuola Italia,4S,VI4,Italy,Y
Jet Suite,,RSP,United States,Y
Fly Jamaica Airways,,FJM,Jamaica,Y
Island Express Air,1X,\N,Canada,Y
