IATA,Name,City,Country,Latitude,Longitude,Altitude,Timezone,DST,Time Zone
TTR,Pongtiku Airport,Makale,Indonesia,-3.044739962,119.8219986,2884,8,N,Asia/Makassar
KDI,Wolter Monginsidi Airport,Kendari,Indonesia,-4.081610203,122.4179993,538,8,N,Asia/Makassar
SBG,Maimun Saleh Airport,Sabang,Indonesia,5.874129772,95.33969879,393,7,N,Asia/Jakarta
TSY,Cibeureum Airport,Tasikmalaya,Indonesia,-7.346600056,108.2460022,1148,7,N,Asia/Jakarta
-,Iswahyudi Airport,Madiun,Indonesia,-7.615769863,111.4339981,361,7,N,Asia/Jakarta
MLG,Abdul Rachman Saleh Airport,Malang,Indonesia,-7.926559925,112.7149963,1726,7,N,Asia/Jakarta
-,Budiarto Airport,Tangerang,Indonesia,-6.293171,106.57,151,7,N,Asia/Jakarta
BDO,Husein Sastranegara International Airport,Bandung,Indonesia,-6.900629997,107.5759964,2436,7,N,Asia/Jakarta
CBN,Penggung Airport,Cirebon,Indonesia,-6.756140232,108.5400009,89,7,N,Asia/Jakarta
JOG,Adi Sutjipto International Airport,Yogyakarta,Indonesia,-7.788179874,110.4319992,350,7,N,Asia/Jakarta
CXP,Tunggul Wulung Airport,Cilacap,Indonesia,-7.645060062,109.0339966,69,7,N,Asia/Jakarta
PCB,Pondok Cabe Air Base,Jakarta,Indonesia,-6.336959839,106.7649994,200,7,N,Asia/Jakarta
SRG,Achmad Yani Airport,Semarang,Indonesia,-6.97273,110.375,10,7,N,Asia/Jakarta
BTH,Hang Nadim International Airport,Batam,Indonesia,1.121029973,104.1190033,126,7,N,Asia/Jakarta
TJQ,Buluh Tumbang (H A S Hanandjoeddin) Airport,Tanjung Pandan,Indonesia,-2.74571991,107.7549973,164,7,N,Asia/Jakarta
PGK,Pangkal Pinang (Depati Amir) Airport,Pangkal Pinang,Indonesia,-2.162199974,106.1389999,109,7,N,Asia/Jakarta
TNJ,Raja Haji Fisabilillah International Airport,Tanjung Pinang,Indonesia,0.922683001,104.5319977,52,7,N,Asia/Jakarta
SIQ,Dabo Airport,Singkep,Indonesia,-0.479189008,104.5790024,95,7,N,Asia/Jakarta
BDJ,Syamsudin Noor Airport,Banjarmasin,Indonesia,-3.442359924,114.7630005,66,8,N,Asia/Makassar
BTW,Batu Licin Airport,Batu Licin,Indonesia,-3.412410021,115.9950027,3,8,N,Asia/Makassar
PKN,Iskandar Airport,Pangkalan Bun,Indonesia,-2.705199957,111.6729965,75,7,N,Asia/Jakarta
PKY,Tjilik Riwut Airport,Palangkaraya,Indonesia,-2.225130081,113.9430008,82,7,N,Asia/Jakarta
MOF,Maumere(Wai Oti) Airport,Maumere,Indonesia,-8.640649796,122.2369995,115,8,N,Asia/Makassar
ENE,Ende (H Hasan Aroeboesman) Airport,Ende,Indonesia,-8.849289894,121.6610031,49,8,N,Asia/Makassar
RTG,Frans Sales Lega Airport,Ruteng,Indonesia,-8.597009659,120.4769974,3510,8,N,Asia/Makassar
KOE,El Tari Airport,Kupang,Indonesia,-10.17160034,123.6709976,335,8,N,Asia/Makassar
LBJ,Komodo Airport,Labuhan Bajo,Indonesia,-8.48666,119.889,66,8,N,Asia/Makassar
BPN,Sultan Aji Muhamad Sulaiman Airport,Balikpapan,Indonesia,-1.268270016,116.8939972,12,8,N,Asia/Makassar
TRK,Juwata Airport,Taraken,Indonesia,3.326667,117.569444,23,8,N,Asia/Makassar
SRI,Temindung Airport,Samarinda,Indonesia,-0.484530985,117.1569977,33,8,N,Asia/Makassar
TSX,Tanjung Santan Airport,Tanjung Santan,Indonesia,-0.092973001,117.4530029,121,8,N,Asia/Makassar
AMI,Selaparang Airport,Mataram,Indonesia,-8.560709953,116.0950012,52,8,N,Asia/Makassar
BMU,Muhammad Salahuddin Airport,Bima,Indonesia,-8.539649963,118.6869965,3,8,N,Asia/Makassar
WGP,Umbu Mehang Kunda Airport,Waingapu,Indonesia,-9.66922,120.302002,33,8,N,Asia/Makassar
SUB,Juanda International Airport,Surabaya,Indonesia,-7.379829884,112.7870026,9,7,N,Asia/Jakarta
SOC,Adi Sumarmo Wiryokusumo Airport,Solo City,Indonesia,-7.516089916,110.7570038,421,7,N,Asia/Jakarta
ICN,Incheon International Airport,Seoul,South Korea,37.46910095,126.4509964,23,9,U,Asia/Seoul
CNX,Chiang Mai International Airport,Chiang Mai,Thailand,18.76679993,98.96260071,1036,7,U,Asia/Bangkok
CEI,Chiang Rai International Airport,Chiang Rai,Thailand,19.95229912,99.88289642,1280,7,U,Asia/Bangkok
NST,Nakhon Si Thammarat Airport,Nakhon Si Thammarat,Thailand,8.539620399,99.94470215,13,7,U,Asia/Bangkok
NAK,Nakhon Ratchasima Airport,Nakhon Ratchasima,Thailand,14.94950008,102.3130035,765,7,U,Asia/Bangkok
KOP,Nakhon Phanom Airport,Nakhon Phanom,Thailand,17.38380051,104.6429977,587,7,U,Asia/Bangkok
UBP,Ubon Ratchathani Airport,Ubon Ratchathani,Thailand,15.25129986,104.8700027,406,7,U,Asia/Bangkok
KKC,Khon Kaen Airport,Khon Kaen,Thailand,16.46660042,102.7839966,670,7,U,Asia/Bangkok
THS,Sukhothai Airport,Sukhothai,Thailand,17.23800087,99.81819916,179,7,U,Asia/Bangkok
DPS,Ngurah Rai (Bali) International Airport,Denpasar,Indonesia,-8.748169899,115.1669998,14,8,N,Asia/Makassar
ATH,Eleftherios Venizelos International Airport,Athens,Greece,37.93640137,23.94449997,308,2,E,Europe/Athens
NGO,Chubu Centrair International Airport,Nagoya,Japan,34.85839844,136.8049927,15,9,U,Asia/Tokyo
UKB,Kobe Airport,Kobe,Japan,34.63280106,135.223999,22,9,U,Asia/Tokyo
PUW,Pullman Moscow Regional Airport,Pullman,United States,46.7439,-117.110001,2556,-8,A,America/Los_Angeles
LWS,Lewiston Nez Perce County Airport,Lewiston,United States,46.37450027,-117.0149994,1442,-8,A,America/Los_Angeles
ELM,Elmira Corning Regional Airport,Elmira,United States,42.15990067,-76.89160156,954,-5,A,America/New_York
ITH,Ithaca Tompkins Regional Airport,Ithaca,United States,42.49100113,-76.45839691,1099,-5,A,America/New_York
MRY,Monterey Peninsula Airport,Monterey,United States,36.5870018,-121.8430023,257,-8,A,America/Los_Angeles
SBA,Santa Barbara Municipal Airport,Santa Barbara,United States,34.42620087,-119.8399963,13,-8,A,America/Los_Angeles
DAB,Daytona Beach International Airport,Daytona Beach,United States,29.179899,-81.058098,34,-5,A,America/New_York
LPX,Liepāja International Airport,Liepaja,Latvia,56.51750183,21.09690094,16,2,E,Europe/Riga
RIX,Riga International Airport,Riga,Latvia,56.92359924,23.97109985,36,2,E,Europe/Riga
SQQ,Šiauliai International Airport,Siauliai,Lithuania,55.89390182,23.39500046,443,2,E,Europe/Vilnius
HLJ,Barysiai Airport,Barysiai,Lithuania,56.0705986,23.55809975,270,2,E,Europe/Vilnius
KUN,Kaunas International Airport,Kaunas,Lithuania,54.96390152,24.08480072,256,2,E,Europe/Vilnius
-,S. Darius and S. Girėnas Airfield,Kaunas,Lithuania,54.879799,23.8815,246,2,E,Europe/Vilnius
PLQ,Palanga International Airport,Palanga,Lithuania,55.97320175,21.09390068,33,2,E,Europe/Vilnius
VNO,Vilnius International Airport,Vilnius,Lithuania,54.634102,25.285801,648,2,E,Europe/Vilnius
PNV,Panevėžys Air Base,Panevezys,Lithuania,55.72940063,24.46080017,197,2,E,Europe/Vilnius
-,Erebuni Airport,Yerevan,Armenia,40.12210083,44.46500015,2948,4,E,Asia/Yerevan
-,Stepanavan Airport,Stepanavan,Armenia,41.04850006,44.33720016,4836,4,E,Asia/Yerevan
EVN,Zvartnots International Airport,Yerevan,Armenia,40.14730072,44.39590073,2838,4,E,Asia/Yerevan
LWN,Gyumri Shirak Airport,Gyumri,Armenia,40.75040054,43.85929871,5000,4,E,Asia/Yerevan
ASA,Assab International Airport,Assab,Eritrea,13.07180023,42.64500046,46,3,U,Africa/Asmera
ASM,Asmara International Airport,Asmara,Eritrea,15.29189968,38.91070175,7661,3,U,Africa/Asmera
MSW,Massawa International Airport,Massawa,Eritrea,15.67000008,39.37009811,194,3,U,Africa/Asmera
GZA,Yasser Arafat International Airport,Gaza,Palestine,31.24640083,34.27610016,320,2,U,Asia/Gaza
BUS,Batumi International Airport,Batumi,Georgia,41.61029816,41.59970093,105,4,N,Asia/Tbilisi
KUT,Kopitnari Airport,Kutaisi,Georgia,42.17670059,42.48260117,223,4,N,Asia/Tbilisi
TBS,Tbilisi International Airport,Tbilisi,Georgia,41.6692009,44.95470047,1624,4,N,Asia/Tbilisi
RIY,Mukalla International Airport,Mukalla,Yemen,14.66259956,49.375,54,3,U,Asia/Aden
TAI,Ta'izz International Airport,Taiz,Yemen,13.68599987,44.13909912,4838,3,U,Asia/Aden
HOD,Hodeidah International Airport,Hodeidah,Yemen,14.75300026,42.97629929,41,3,U,Asia/Aden
ADE,Aden International Airport,Aden,Yemen,12.8295002,45.02880096,7,3,U,Asia/Aden
AXK,Ataq Airport,Ataq,Yemen,14.55130005,46.82619858,3735,3,U,Asia/Aden
AAY,Al Ghaidah International Airport,Al Ghaidah Intl,Yemen,16.19169998,52.17499924,134,3,U,Asia/Aden
SAH,Sana'a International Airport,Sanaa,Yemen,15.47630024,44.21969986,7216,3,U,Asia/Aden
BHN,Beihan Airport,Beihan,Yemen,14.78199959,45.7201004,3800,3,U,Asia/Aden
SCT,Socotra International Airport,Socotra,Yemen,12.63070011,53.90579987,146,3,U,Asia/Aden
-,Al Badie Airport,Al Badie,Yemen,18.71929932,50.8368988,908,3,U,Asia/Aden
FMM,Memmingen Allgau Airport,Memmingen,Germany,47.98880005,10.23950005,2077,1,E,Europe/Berlin
NAV,Nevşehir Kapadokya Airport,Nevsehir,Turkey,38.7719,34.5345,3100,3,E,Europe/Istanbul
EZE,Ministro Pistarini International Airport,Buenos Aires,Argentina,-34.8222,-58.5358,67,-3,N,America/Buenos_Aires
EBL,Erbil International Airport,Erbil,Iraq,36.23759842,43.96319962,1341,3,U,Asia/Baghdad
EMD,Emerald Airport,Emerald,Australia,-23.56749916,148.1790009,624,10,O,Australia/Brisbane
HEW,Athen Helenikon Airport,Athens,Greece,37.893299,23.726101,69,2,E,Europe/Athens
KIX,Kansai International Airport,Osaka,Japan,34.4272995,135.2440033,26,9,U,Asia/Tokyo
JRB,Downtown-Manhattan/Wall St Heliport,New York,United States,40.70119858,-74.00900269,7,-5,A,America/New_York
TAG,Tagbilaran Airport,Tagbilaran,Philippines,9.665442,123.853533,38,8,N,Asia/Manila
JAV,Ilulissat Airport,Ilulissat,Greenland,69.24320221,-51.05709839,95,-3,E,America/Godthab
JCH,Qasigiannguit Heliport,Qasigiannguit,Greenland,68.82281555,-51.17344737,70,-3,E,America/Godthab
JEG,Aasiaat Airport,Aasiaat,Greenland,68.72180176,-52.78469849,74,-3,E,America/Godthab
PMI,Palma De Mallorca Airport,Palma de Mallorca,Spain,39.55170059,2.738810062,27,1,E,Europe/Madrid
DRW,Darwin International Airport,Darwin,Australia,-12.41469955,130.8769989,103,9.5,N,Australia/Darwin
URT,Surat Thani Airport,Surat Thani,Thailand,9.132599831,99.13559723,20,7,U,Asia/Bangkok
TKA,Talkeetna Airport,Talkeetna,United States,62.32049942,-150.0939941,358,-9,A,America/Anchorage
GZM,Xewkija Heliport,Gozo,Malta,36.027199,14.2728,0,1,E,Europe/Malta
HVN,Tweed New Haven Airport,New Haven,United States,41.26369858,-72.88680267,12,-5,A,America/New_York
AVL,Asheville Regional Airport,Asheville,United States,35.43619919,-82.54180145,2165,-5,A,America/New_York
GSO,Piedmont Triad International Airport,Greensboro,United States,36.09780121,-79.93730164,925,-5,A,America/New_York
FSD,Joe Foss Field Airport,Sioux Falls,United States,43.58200073,-96.74189758,1429,-6,A,America/Chicago
AYQ,Ayers Rock Connellan Airport,Uluru,Australia,-25.1861,130.975998,1626,9.5,N,Australia/Darwin
MHT,Manchester-Boston Regional Airport,Manchester NH,United States,42.932598,-71.435699,266,-5,A,America/New_York
APF,Naples Municipal Airport,Naples,United States,26.15259933,-81.77529907,8,-5,A,America/New_York
RDN,LTS Pulau Redang Airport,Redang,Malaysia,5.76527977,103.0070038,36,8,N,Asia/Kuala_Lumpur
SDF,Louisville International Standiford Field,Louisville,United States,38.1744,-85.736,501,-5,A,America/New_York
CHO,Charlottesville Albemarle Airport,Charlottesville VA,United States,38.1385994,-78.45290375,639,-5,A,America/New_York
ROA,Roanoke–Blacksburg Regional Airport,Roanoke VA,United States,37.3255,-79.975403,1175,-5,A,America/New_York
LEX,Blue Grass Airport,Lexington KY,United States,38.03649902,-84.60590363,979,-5,A,America/New_York
EVV,Evansville Regional Airport,Evansville,United States,38.03699875,-87.53240204,418,-6,A,America/Chicago
ABQ,Albuquerque International Sunport,Albuquerque,United States,35.040199,-106.609001,5355,-7,A,America/Denver
BZN,Gallatin Field,Bozeman,United States,45.77750015,-111.1529999,4473,-7,A,America/Denver
BIL,Billings Logan International Airport,Billings,United States,45.80770111,-108.5429993,3652,-7,A,America/Denver
BTM,Bert Mooney Airport,Butte,United States,45.95479965,-112.4970016,5550,-7,A,America/Denver
TVC,Cherry Capital Airport,Traverse City,United States,44.74140167,-85.5821991,624,-5,A,America/New_York
FRS,Mundo Maya International Airport,Flores,Guatemala,16.91379929,-89.86640167,427,-6,U,America/Guatemala
BHB,Hancock County-Bar Harbor Airport,Bar Harbor,United States,44.45000076,-68.3615036,83,-5,A,America/New_York
RKD,Knox County Regional Airport,Rockland,United States,44.06010056,-69.09919739,56,-5,A,America/New_York
JAC,Jackson Hole Airport,Jacksn Hole,United States,43.6072998,-110.737999,6451,-7,A,America/Denver
RFD,Chicago Rockford International Airport,Rockford,United States,42.19540024,-89.09719849,742,-6,A,America/Chicago
DME,Domodedovo International Airport,Moscow,Russia,55.40879822,37.90629959,588,3,N,Europe/Moscow
SYX,Sanya Phoenix International Airport,Sanya,China,18.30290031,109.4120026,92,8,U,Asia/Shanghai
MFN,Milford Sound Airport,Milford Sound,New Zealand,-44.6733017,167.9230042,10,12,Z,Pacific/Auckland
LJG,Lijiang Airport,Lijiang,China,26.68000031,100.2460022,0,8,U,Asia/Shanghai
GSP,Greenville Spartanburg International Airport,Greenville,United States,34.89569855,-82.21890259,964,-5,A,America/New_York
BMI,Central Illinois Regional Airport at Bloomington-Normal,Bloomington,United States,40.47710037,-88.91590118,871,-6,A,America/Chicago
GPT,Gulfport Biloxi International Airport,Gulfport,United States,30.40730095,-89.07009888,28,-6,A,America/Chicago
AZO,Kalamazoo Battle Creek International Airport,Kalamazoo,United States,42.23490143,-85.55210114,874,-5,A,America/New_York
TOL,Toledo Express Airport,Toledo,United States,41.58679962,-83.80780029,683,-5,A,America/New_York
FWA,Fort Wayne International Airport,Fort Wayne,United States,40.97850037,-85.19509888,814,-5,A,America/New_York
DEC,Decatur Airport,Decatur,United States,39.83459854,-88.86569977,682,-6,A,America/Chicago
CID,The Eastern Iowa Airport,Cedar Rapids,United States,41.88470078,-91.71080017,869,-6,A,America/Chicago
LSE,La Crosse Municipal Airport,La Crosse,United States,43.879002,-91.256699,655,-6,A,America/Chicago
CWA,Central Wisconsin Airport,Wassau,United States,44.77759933,-89.66680145,1277,-6,A,America/Chicago
PIA,General Wayne A. Downing Peoria International Airport,Peoria,United States,40.66419983,-89.69329834,660,-6,A,America/Chicago
ATW,Appleton International Airport,Appleton,United States,44.2580986,-88.51909637,918,-6,A,America/Chicago
RST,Rochester International Airport,Rochester,United States,43.90829849,-92.5,1317,-6,A,America/Chicago
CMI,University of Illinois Willard Airport,Champaign,United States,40.03919983,-88.27809906,755,-6,A,America/Chicago
MHK,Manhattan Regional Airport,Manhattan,United States,39.14099884,-96.67079926,1057,-6,A,America/Chicago
KGC,Kingscote Airport,Kingscote,Australia,-35.71390152,137.5209961,24,9.5,O,Australia/Adelaide
HVB,Hervey Bay Airport,Hervey Bay,Australia,-25.31889915,152.8800049,60,10,O,Australia/Brisbane
DLU,Dali Airport,Dali,China,25.649401,100.319,7050,8,U,Asia/Shanghai
MZV,Mulu Airport,Mulu,Malaysia,4.04832983,114.8050003,80,8,N,Asia/Kuala_Lumpur
SSH,Sharm El Sheikh International Airport,Sharm El Sheikh,Egypt,27.97730064,34.39500046,143,2,N,Africa/Cairo
FKL,Venango Regional Airport,Franklin,United States,41.37789917,-79.86039734,1540,-5,A,America/New_York
NBO,Jomo Kenyatta International Airport,Nairobi,Kenya,-1.319239974,36.92779922,5330,3,N,Africa/Nairobi
SEU,Seronera Airport,Seronera,Tanzania,-2.45806,34.822498,5080,3,U,Africa/Dar_es_Salaam
FTE,El Calafate Airport,El Calafate,Argentina,-50.2803,-72.053101,669,-3,N,America/Argentina/Rio_Gallegos
ARM,Armidale Airport,Armidale,Australia,-30.52809906,151.6170044,3556,10,O,Australia/Sydney
GJT,Grand Junction Regional Airport,Grand Junction,United States,39.12239838,-108.5270004,4858,-7,A,America/Denver
SGU,St George Municipal Airport,Saint George,United States,37.036389,-113.510306,2941,-7,A,America/Denver
DWH,David Wayne Hooks Memorial Airport,Houston,United States,30.0618,-95.55280304,152,-6,A,America/Chicago
-,Port O'Connor Private Heliport,Port O\'Connor,United States,28.429725,-96.444419,8,-6,A,America/Chicago
SRQ,Sarasota Bradenton International Airport,Sarasota,United States,27.39539909,-82.55439758,30,-5,A,America/New_York
BDA,L.F. Wade International International Airport,Bermuda,Bermuda,32.36399841,-64.67870331,12,-4,A,Atlantic/Bermuda
VNY,Van Nuys Airport,Van Nuys,United States,34.20980072,-118.4899979,802,-8,A,America/Los_Angeles
MLI,Quad City International Airport,Moline,United States,41.44850159,-90.50749969,590,-6,A,America/Chicago
PFN,Panama City-Bay Co International Airport,Panama City,United States,30.212099,-85.6828,20,-6,A,America/Chicago
